pid,category_id,category_value,dw_insert_timestamp
200TAJT03,11265,Maui,2022-01-13 19:33:41.514826
200TAJT03,12199,Solid & Striped,2022-01-13 19:33:41.514826
200TAJT03,12327,Serendipity,2022-01-13 19:33:41.514826
200TAJT03,17951,Casuals,2022-01-13 19:33:41.514826
200TAJT03,7001,Casuals,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200TAJT03,BEST_SELLERS,Best Sellers,2022-01-13 19:33:41.514826
200TAJT03,11350,Natural Fibers,2022-01-13 19:33:41.514826
200TAJT03,7017,Solid & Striped,2022-01-13 19:33:41.514826
200TAJT03,Farmhouse,Farmhouse,2022-01-13 19:33:41.514826
200TAJT03,HBD35,HBD35,2022-01-13 19:33:41.514826
200TAJT03,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200TAJT03,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200TAJT03,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190530_60,Rugs USA 190530 60,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190607_60,Rugs USA 190607 60,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190621_65,Rugs USA 190621 65,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190713_75,Rugs USA 190713 75,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_MEM2019_70,Rugs USA Memorial Day 2019 70,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA55_EASTER2019,Rugs USA 55 Easter 2019,2022-01-13 19:33:41.514826
200TAJT03,TIERPROMO70_190409,Tier Promo 70,2022-01-13 19:33:41.514826
200CB01,11568,Textures,2022-01-13 19:33:41.514826
200CB01,12199,Solid & Striped,2022-01-13 19:33:41.514826
200CB01,12327,Serendipity,2022-01-13 19:33:41.514826
200CB01,17951,Casuals,2022-01-13 19:33:41.514826
200CB01,6000,Best Sellers,2022-01-13 19:33:41.514826
200CB01,7001,Casuals,2022-01-13 19:33:41.514826
200CB01,7017,Solid & Striped,2022-01-13 19:33:41.514826
200CB01,DesignCatBraided,Braided,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200CB01,BEST_SELLERS,Best Sellers,2022-01-13 19:33:41.514826
200CB01,Farmhouse,Farmhouse,2022-01-13 19:33:41.514826
200CB01,handmade_rugs,Handmade Rugs,2022-01-13 19:33:41.514826
200CB01,HBD35,HBD35,2022-01-13 19:33:41.514826
200CB01,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200CB01,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200CB01,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_190530_60,Rugs USA 190530 60,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_190607_60,Rugs USA 190607 60,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_190621_60,Rugs USA 190621 60,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_190713_65,Rugs USA 190713 65,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_MEM2019_60,Rugs USA Memorial Day 2019 60,2022-01-13 19:33:41.514826
200CB01,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200CB01,RUGSUSA40_EASTER2019,Rugs USA 40 Easter 2019,2022-01-13 19:33:41.514826
200CB01,TIERPROMO70_190409,Tier Promo 70,2022-01-13 19:33:41.514826
200HMMT01A,12199,Solid & Striped,2022-01-13 19:33:41.514826
200HMMT01A,17951,Casuals,2022-01-13 19:33:41.514826
200HMMT01A,18258,Fawna,2022-01-13 19:33:41.514826
200HMMT01A,18259,Fawna,2022-01-13 19:33:41.514826
200HMMT01A,18260,Fawna,2022-01-13 19:33:41.514826
200HMMT01A,18261,Fawna,2022-01-13 19:33:41.514826
200HMMT01A,18262,Fawna,2022-01-13 19:33:41.514826
200HMMT01A,7001,Casuals,2022-01-13 19:33:41.514826
200HMMT01A,9509,Jute & Sisal,2022-01-13 19:33:41.514826
200HMMT01A,11350,Natural Fibers,2022-01-13 19:33:41.514826
200HMMT01A,Farmhouse,Farmhouse,2022-01-13 19:33:41.514826
200HMMT01A,HBD80,HBD80,2022-01-13 19:33:41.514826
200HMMT01A,HOLIDAYDEAL2021,Holiday Deals 2021,2022-01-13 19:33:41.514826
200HMMT01A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200HMMT01A,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA_190530_40,Rugs USA 190530 40,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA_190607_40,Rugs USA 190607 40,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA_190614_40,Rugs USA 190614 40,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA_190621_55,Rugs USA 190621 55,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA_190713_45,Rugs USA 190713 45,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA_190726_55,Up to 55%,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA_MEM2019_50,Rugs USA Memorial Day 2019 50,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA_MOM2019_40,Rugs USA Mom 2019 40,2022-01-13 19:33:41.514826
200HMMT01A,RUGSUSA40_EASTER2019,Rugs USA 40 Easter 2019,2022-01-13 19:33:41.514826
200HMMT01A,TIERPROMO70_190409,Tier Promo 70,2022-01-13 19:33:41.514826
200RZBD16A,13520,Contemporary,2022-01-13 19:33:41.514826
200RZBD16A,15779,Bosphorus,2022-01-13 19:33:41.514826
200RZBD16A,20160624MOR,Moroccan,2022-01-13 19:33:41.514826
200RZBD16A,20160714TRE,Trellis,2022-01-13 19:33:41.514826
200RZBD16A,7005,Contemporary,2022-01-13 19:33:41.514826
200RZBD16A,BEST_SELLERS,Best Sellers,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200RZBD16A,22362,Mystery Deals,2022-01-13 19:33:41.514826
200RZBD16A,BMT,Email Promo for 200RZBD16A-P,2022-01-13 19:33:41.514826
200RZBD16A,HBD35,HBD35,2022-01-13 19:33:41.514826
200RZBD16A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200RZBD16A,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200RZBD16A,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_190530_50,Rugs USA 190530 50,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_190607_50,Rugs USA 190607 50,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_190621_65,Rugs USA 190621 65,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_190713_65,Rugs USA 190713 65,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_MEM2019_60,Rugs USA Memorial Day 2019 60,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200RZBD16A,RUGSUSA55_EASTER2019,Rugs USA 55 Easter 2019,2022-01-13 19:33:41.514826
200RZBD16A,TIERPROMO50_190409,Tier Promo 50,2022-01-13 19:33:41.514826
200TAJT03,11265,Maui,2022-01-13 19:33:41.514826
200TAJT03,12199,Solid & Striped,2022-01-13 19:33:41.514826
200TAJT03,12327,Serendipity,2022-01-13 19:33:41.514826
200TAJT03,17951,Casuals,2022-01-13 19:33:41.514826
200TAJT03,7001,Casuals,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200TAJT03,BEST_SELLERS,Best Sellers,2022-01-13 19:33:41.514826
200TAJT03,11350,Natural Fibers,2022-01-13 19:33:41.514826
200TAJT03,7017,Solid & Striped,2022-01-13 19:33:41.514826
200TAJT03,Farmhouse,Farmhouse,2022-01-13 19:33:41.514826
200TAJT03,HBD35,HBD35,2022-01-13 19:33:41.514826
200TAJT03,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200TAJT03,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200TAJT03,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190530_60,Rugs USA 190530 60,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190607_60,Rugs USA 190607 60,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190621_65,Rugs USA 190621 65,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190713_75,Rugs USA 190713 75,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_MEM2019_70,Rugs USA Memorial Day 2019 70,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200TAJT03,RUGSUSA55_EASTER2019,Rugs USA 55 Easter 2019,2022-01-13 19:33:41.514826
200TAJT03,TIERPROMO70_190409,Tier Promo 70,2022-01-13 19:33:41.514826
200BDSM04A,12199,Solid & Striped,2022-01-13 19:33:41.514826
200BDSM04A,13520,Contemporary,2022-01-13 19:33:41.514826
200BDSM04A,16462,Granite,2022-01-13 19:33:41.514826
200BDSM04A,16463,Granite,2022-01-13 19:33:41.514826
200BDSM04A,7005,Contemporary,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200BDSM04A,HBD35,HBD35,2022-01-13 19:33:41.514826
200BDSM04A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200BDSM04A,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200BDSM04A,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_190530_50,Rugs USA 190530 50,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_190607_50,Rugs USA 190607 50,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_190621_65,Rugs USA 190621 65,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_190713_75,Rugs USA 190713 75,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_MEM2019_50,Rugs USA Memorial Day 2019 50,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200BDSM04A,RUGSUSA55_EASTER2019,Rugs USA 55 Easter 2019,2022-01-13 19:33:41.514826
200BDSM04A,TIERPROMO50_190409,Tier Promo 50,2022-01-13 19:33:41.514826
200BDSM08A,11720,Transitional,2022-01-13 19:33:41.514826
200BDSM08A,16462,Granite,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200BDSM08A,HBD50,HBD50,2022-01-13 19:33:41.514826
200BDSM08A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200BDSM08A,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200BDSM08A,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_190530_40,Rugs USA 190530 40,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_190607_40,Rugs USA 190607 40,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_190621_65,Rugs USA 190621 65,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_190713_65,Rugs USA 190713 65,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_MEM2019_60,Rugs USA Memorial Day 2019 60,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200BDSM08A,RUGSUSA40_EASTER2019,Rugs USA 40 Easter 2019,2022-01-13 19:33:41.514826
200BDSM08A,TIERPROMO70_190409,Tier Promo 70,2022-01-13 19:33:41.514826
200BDSM08A,Vintage,Vintage,2022-01-13 19:33:41.514826
200GRWS04A,11720,Transitional,2022-01-13 19:33:41.514826
200GRWS04A,20586,Yesteryear,2022-01-13 19:33:41.514826
200GRWS04A,20587,Yesteryear,2022-01-13 19:33:41.514826
200GRWS04A,Vintage,Vintage,2022-01-13 19:33:41.514826
200GRWS04A,20160707OP,Oriental & Persian,2022-01-13 19:33:41.514826
200GRWS04A,Cheap,Cheap,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_190530_40,Rugs USA 190530 40,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_190607_40,Rugs USA 190607 40,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_190614_40,Rugs USA 190614 40,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_190621_55,Rugs USA 190621 55,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_190713_45,Rugs USA 190713 45,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_190726_45,Up to 45%,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_MEM2019_60,Rugs USA Memorial Day 2019 60,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200GRWS04A,RUGSUSA50_EASTER2019,Rugs USA 50 Easter 2019,2022-01-13 19:33:41.514826
200GRWS04A,TIERPROMO50_190409,Tier Promo 50,2022-01-13 19:33:41.514826
200RZBD21A,10084,Traditional,2022-01-13 19:33:41.514826
200RZBD21A,11720,Transitional,2022-01-13 19:33:41.514826
200RZBD21A,15779,Bosphorus,2022-01-13 19:33:41.514826
200RZBD21A,7008,Transitional,2022-01-13 19:33:41.514826
200RZBD21A,BEST_SELLERS,Best Sellers,2022-01-13 19:33:41.514826
200RZBD21A,20160707OP,Oriental & Persian,2022-01-13 19:33:41.514826
200RZBD21A,Farmhouse,Farmhouse,2022-01-13 19:33:41.514826
200RZBD21A,HBD35,HBD35,2022-01-13 19:33:41.514826
200RZBD21A,HOLIDAYDEAL2021,Holiday Deals 2021,2022-01-13 19:33:41.514826
200RZBD21A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200RZBD21A,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200RZBD21A,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA_190530_50,Rugs USA 190530 50,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA_190607_50,Rugs USA 190607 50,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA_190621_60,Rugs USA 190621 60,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA_190713_75,Rugs USA 190713 75,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA_MEM2019_60,Rugs USA Memorial Day 2019 60,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200RZBD21A,RUGSUSA50_EASTER2019,Rugs USA 50 Easter 2019,2022-01-13 19:33:41.514826
200RZBD21A,TIERPROMO75_190409,Tier Promo 75,2022-01-13 19:33:41.514826
200RZBD21A,Vintage,Vintage,2022-01-13 19:33:41.514826
200HJFV01A,11255,Jubilee,2022-01-13 19:33:41.514826
200HJFV01A,7017,Solid & Striped,2022-01-13 19:33:41.514826
200HJFV01A,DesignCatBraided,Braided,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200HJFV01A,7104,Outdoor,2022-01-13 19:33:41.514826
200HJFV01A,BEST_SELLERS,Best Sellers,2022-01-13 19:33:41.514826
200HJFV01A,7001,Casuals,2022-01-13 19:33:41.514826
200HJFV01A,HBD35,HBD35,2022-01-13 19:33:41.514826
200HJFV01A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200HJFV01A,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200HJFV01A,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190530_60,Rugs USA 190530 60,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190607_60,Rugs USA 190607 60,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190621_65,Rugs USA 190621 65,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190713_65,Rugs USA 190713 65,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_MEM2019_50,Rugs USA Memorial Day 2019 50,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA40_EASTER2019,Rugs USA 40 Easter 2019,2022-01-13 19:33:41.514826
200HJFV01A,TIERPROMO50_190409,Tier Promo 50,2022-01-13 19:33:41.514826
200HJFV01A,11255,Jubilee,2022-01-13 19:33:41.514826
200HJFV01A,7017,Solid & Striped,2022-01-13 19:33:41.514826
200HJFV01A,DesignCatBraided,Braided,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200HJFV01A,7104,Outdoor,2022-01-13 19:33:41.514826
200HJFV01A,BEST_SELLERS,Best Sellers,2022-01-13 19:33:41.514826
200HJFV01A,7001,Casuals,2022-01-13 19:33:41.514826
200HJFV01A,HBD35,HBD35,2022-01-13 19:33:41.514826
200HJFV01A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200HJFV01A,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200HJFV01A,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190530_60,Rugs USA 190530 60,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190607_60,Rugs USA 190607 60,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190621_65,Rugs USA 190621 65,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190713_65,Rugs USA 190713 65,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_MEM2019_50,Rugs USA Memorial Day 2019 50,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200HJFV01A,RUGSUSA40_EASTER2019,Rugs USA 40 Easter 2019,2022-01-13 19:33:41.514826
200HJFV01A,TIERPROMO50_190409,Tier Promo 50,2022-01-13 19:33:41.514826
200KKEL04A,12199,Solid & Striped,2022-01-13 19:33:41.514826
200KKEL04A,12548,Shags,2022-01-13 19:33:41.514826
200KKEL04A,17951,Casuals,2022-01-13 19:33:41.514826
200KKEL04A,20558,Kalin,2022-01-13 19:33:41.514826
200KKEL04A,20559,Kalin,2022-01-13 19:33:41.514826
200KKEL04A,HOLIDAYDEAL2021,Holiday Deals 2021,2022-01-13 19:33:41.514826
200KKEL04A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA_190530_40,Rugs USA 190530 40,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA_190607_40,Rugs USA 190607 40,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA_190614_40,Rugs USA 190614 40,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA_190621_60,Rugs USA 190621 60,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA_190713_45,Rugs USA 190713 45,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA_190726_45,Up to 45%,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA_MEM2019_50,Rugs USA Memorial Day 2019 50,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA_MOM2019_40,Rugs USA Mom 2019 40,2022-01-13 19:33:41.514826
200KKEL04A,RUGSUSA50_EASTER2019,Rugs USA 50 Easter 2019,2022-01-13 19:33:41.514826
200KKEL04A,TIERPROMO50_190409,Tier Promo 50,2022-01-13 19:33:41.514826
200OZEZ04A,11647,Bermuda,2022-01-13 19:33:41.514826
200OZEZ04A,12548,Shags,2022-01-13 19:33:41.514826
200OZEZ04A,14568,Geometric,2022-01-13 19:33:41.514826
200OZEZ04A,16012,Bermuda,2022-01-13 19:33:41.514826
200OZEZ04A,7070,Shags,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_PROMO_GRP,All Rugs USA Promo Group,2022-01-13 19:33:41.514826
200OZEZ04A,BEST_SELLERS,Best Sellers,2022-01-13 19:33:41.514826
200OZEZ04A,20160714TRE,Trellis,2022-01-13 19:33:41.514826
200OZEZ04A,Farmhouse,Farmhouse,2022-01-13 19:33:41.514826
200OZEZ04A,HBD35,HBD35,2022-01-13 19:33:41.514826
200OZEZ04A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200OZEZ04A,NEW50,NEW50 Promo,2022-01-13 19:33:41.514826
200OZEZ04A,RUG35,RUGS35 PROMO,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_190530_60,Rugs USA 190530 60,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_190607_60,Rugs USA 190607 60,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_190621_65,Rugs USA 190621 65,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_190713_75,Rugs USA 190713 75,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_190726_60,Up to 60%,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_MEM2019_70,Rugs USA Memorial Day 2019 70,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA_MOM2019_60,Rugs USA Mom 2019 60,2022-01-13 19:33:41.514826
200OZEZ04A,RUGSUSA50_EASTER2019,Rugs USA 50 Easter 2019,2022-01-13 19:33:41.514826
200OZEZ04A,TIERPROMO70_190409,Tier Promo 70,2022-01-13 19:33:41.514826
200GCDI09A,12199,Solid & Striped,2022-01-13 19:33:41.514826
200GCDI09A,12548,Shags,2022-01-13 19:33:41.514826
200GCDI09A,13520,Contemporary,2022-01-13 19:33:41.514826
200GCDI09A,14568,Geometric,2022-01-13 19:33:41.514826
200GCDI09A,15223,Temara,2022-01-13 19:33:41.514826
200GCDI09A,Farmhouse,Farmhouse,2022-01-13 19:33:41.514826
200GCDI09A,HOLIDAYDEAL2021,Holiday Deals 2021,2022-01-13 19:33:41.514826
200GCDI09A,ML171026C,Top Selling,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA_190530_40,Rugs USA 190530 40,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA_190607_60,Rugs USA 190607 60,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA_190614_50,Rugs USA 190614 50,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA_190621_60,Rugs USA 190621 60,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA_190713_55,Rugs USA 190713 55,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA_190726_55,Up to 55%,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA_MEM2019_50,Rugs USA Memorial Day 2019 50,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA_MOM2019_50,Rugs USA Mom 2019 50,2022-01-13 19:33:41.514826
200GCDI09A,RUGSUSA40_EASTER2019,Rugs USA 40 Easter 2019,2022-01-13 19:33:41.514826
200GCDI09A,TIERPROMO50_190409,Tier Promo 50,2022-01-13 19:33:41.514826
200NCCL01,11265,Maui,2022-01-13 19:33:41.514826
200NCCL01,11270,Maui,2022-01-13 19:33:41.514826
200NCCL01,12199,Solid & Striped,2022-01-13 19:33:41.514826
200NCCL01,12327,Serendipity,2022-01-13 19:33:41.514826
